alternative_txt,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,city,claim2,claim3,claimed,claimmode2,claimmode2_txt,claimmode3,claimmode3_txt,claimmode,claimmode_txt,compclaim,corp1,corp2,corp3,country,country_txt,eventid,gname2,gname3,gname,gsubname2,gsubname3,gsubname,guncertain1,guncertain2,guncertain3,iday,imonth,iyear,latitude,location,longitude,motive,multiple,natlty1,natlty1_txt,natlty2,natlty2_txt,natlty3,natlty3_txt,nkill,nkillter,nkillus,nperpcap,nperps,nwound,nwoundte,nwoundus,propcomment,property,propextent,propextent_txt,propvalue,provstate,region,region_txt,related,success,suicide,summary,target1,target2,target3,targsubtype1,targsubtype1_txt,targsubtype2,targsubtype2_txt,targsubtype3,targsubtype3_txt,targtype1,targtype1_txt,targtype2,targtype2_txt,targtype3,targtype3_txt
,3,Bombing/Explosion,,,,,Bastia,,,1,,,,,9,Other,-9,Civilians,,,69,France,200307140004,,,Corsican National Liberation Front (FLNC),,,,0,,,14,7,2003,42.697283,,9.450881,Unknown,1,69,France,,,,,0,0,0,,,0,0,0,Reports mention that the blast at the house caused slight to moderate damage.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,"200307140003, 200307140005, 200307140006",1,0,"07/14/2003: On France’s Bastille Day, suspected nationalists of Corsica set-off an explosion at the home of a French businessman Gerard Bourgoin in Bastia. The blast occurred several hours after an explosion at the post office of Bastia. The blast caused minor damage to the house and did not injure of kill anyone. The Fronte di Liberazione Naziunale di a Corsica (FLNC) claimed responsibility for a series of attacks four days after the attack (07/18/2003). This is one of four connected attacks carried out by the FLNC on the same day.","The house of a French businessman, Gerard Bourgoin",,,,,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Bonifacio,,,1,,,,,9,Other,-9,Lantieri Soft Drink Company,,,69,France,200307140005,,,Corsican National Liberation Front (FLNC),,,,0,,,14,7,2003,41.387174,,9.159269,Unknown,1,69,France,,,,,0,0,0,,,0,0,0,Reports mention that the blast at the warehouse caused significant damage.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,"200307140003, 200307140004, 200307140006",1,0,"07/14/2003: On France’s Bastille Day, suspected nationalists of Corsica set-off an explosion at a warehouse owned by a soft drink company, Lantieri, in Bonifacio. The blast occurred after explosions at the post office of Bastia and a private home. The blast caused significant damage to the warehouse and did not injure of kill anyone. The Fronte di Liberazione Naziunale di a Corsica (FLNC) claimed responsibility for a series of attacks four days after the attack (07/18/2003). This is one of four connected attacks carried out by the FLNC on the same day.",Warehouse owned by the Lantieri Soft Drink Company,,,7,Retail/Grocery/Bakery,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Vico,,,1,,,,,3,Call (pre-incident),-9,Corsican Police,,,69,France,200307140006,,,Corsican National Liberation Front (FLNC),,,,0,,,14,7,2003,42.166552,,8.797756,Unknown,1,69,France,,,,,0,0,0,,,0,0,0,,0,,,,Corsica,8,Western Europe,"200307140003, 200307140004, 200307140005",0,0,"07/14/2003: An explosive device was discovered outside the walls of the Vico Police Station, on the island of Corsica, France. The four kilogram device failed to detonate and was discovered by police after an anonymous phone call from a person claiming to be part of the Fronte di Liberazione Naziunale di a Corsica (FLNC). This is one of four connected events that happened on the same day by the FLNC.",Vico Police Station,,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Nice,,,-9,,,,,,,-9,French Tax Office,Civilians,,69,France,200307190001,,,Corsican National Liberation Front (FLNC),,,,0,,,19,7,2003,43.696036,,7.265592,Unknown,1,69,France,69,France,,,0,0,0,,,8,0,0,Shops were completely destroyed and parked cars peppered with impact marks.,1,2,Major (likely > $1 million but < $1 billion),,Alpes-Maritimes (Department),8,Western Europe,200307190002,1,0,"07/19/2003: In two related attacks, bombs exploded in Nice, France, injuring a total of eight people and causing extensive damage. Shops were completely destroyed and parked cars peppered with impact marks. In the first incident, a bomb exploded at the tax office in Nice. No one has claimed responsibility for these attacks; however, the Fronte di Liberazione Naziunale di a Corsica (FLNC) was suspected. In September 2002, the FLNC claimed responsibility for a failed attack in the same place. The type of bomb used was unspecified.",French Tax office in Nice France,"Civilians near the tax office in Nice, France",,21,Government Building/Facility/Office,67,Unnamed Civilian/Unspecified,,,2,Government (General),14,Private Citizens & Property,,
,3,Bombing/Explosion,,,,,Nice,,,-9,,,,,,,-9,French Customs Department,Civilians,,69,France,200307190002,,,Corsican National Liberation Front (FLNC),,,,0,,,19,7,2003,43.696036,,7.265592,Unknown,1,69,France,69,France,,,0,0,0,,,8,0,0,Shops were completely destroyed and parked cars peppered with impact marks.,1,2,Major (likely > $1 million but < $1 billion),,Alpes-Maritimes (Department),8,Western Europe,200307190001,1,0,"07/19/2003: In two related attacks, bombs exploded in Nice, France, injuring a total of eight people and causing extensive damage. Shops were completely destroyed and parked cars peppered with impact marks. In the second attack, a bomb exploded at the directorate general of customs office in Nice. No one has claimed responsibility for these attacks; however, the Fronte di Liberazione Naziunale di a Corsica (FLNC) was suspected. In September 2002, the FLNC claimed responsibility for a failed attack in the same place. The type of bomb used was unspecified.","Directorate General of Customs office in Nice, France","Civilians near the Directorate General of Customs office in Nice, France",,21,Government Building/Facility/Office,67,Unnamed Civilian/Unspecified,,,2,Government (General),14,Private Citizens & Property,,
,3,Bombing/Explosion,,,,,Aleria,,,1,,,,,5,Note left at scene,-9,Civilians,,,69,France,200308030001,,,Corsican National Liberation Front (FLNC),,,,0,,,3,8,2003,42.104248,,9.512429,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,A private residence was damaged in the bombing.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"08/03/2003: Members of the Corsican National Liberation Front (FLNC) bombed a house belonging to a French paramilitary soldier. The house was being rented to a person from France’s mainland, but no one was injured in the blast. Authorities found FLNC inscriptions on one of the house’s walls.",A private residence in Aleria,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Lucciana,,,1,,,,,5,Note left at scene,-9,France Telecom,,,69,France,200308040002,,,Corsican National Liberation Front (FLNC),,,,0,,,4,8,2003,42.547135,,9.417273,Unknown,1,69,France,,,,,0,0,0,0,,0,0,0,A telephone exchange was destroyed.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200308040003,1,0,"08/04/2003: Suspected members of the Corsican National Liberation Front (FLNC) bombed a France Telecom installation in Lucciana, Corsica. The bomb caused substantial damage to the facility, but there were no casualties. Local police reported that the attackers had left the initials FLNC on one of the facility’s walls.",A France Telecom facility in Lucciana,,,,,,,,,16,Telecommunication,,,,
,3,Bombing/Explosion,,,,,Porticcio,,,0,,,,,,,,,,,69,France,200308040003,,,Unknown,,,,0,,,4,8,2003,41.8833333,,8.7833333,Unknown,1,69,France,,,,,0,0,0,0,,0,0,0,The resort's reception office sustained substantial damage.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200308040002,1,0,"08/04/2003: Unknown attackers bombed a holiday resort in Porticcio, Corsica, France. The device, which was left near the resort’s reception office, caused substantial damage to the building. However, no one was harmed in the attack.","The reception office of a resort center in the town of Porticcio, southern Corsica",,,8,Hotel/Resort,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Nice,,,1,,,,,2,Call (post-incident),-9,French Air Force,,,69,France,200310100001,,,Corsican National Liberation Front (FLNC),,,,0,,,10,10,2003,43.696036,,7.265592,Unknown,0,69,France,,,,,0,0,0,0,,1,0,0,The building's windows were broken.,1,3,Minor (likely < $1 million),,Alpes-Maritimes (Department),8,Western Europe,,1,0,"10/10/2003: An explosive was detonated near a French Air Force recruiting office in Nice, France.  One person was slightly injured.  The Corsican National Liberation Front claimed responsibility for this attack.",French Air Force recruiting center in Nice,,,28,Military Recruiting Station/Academy,,,,,4,Military,,,,
,3,Bombing/Explosion,,,,,Paris,,,1,,,,,2,Call (post-incident),-9,French Tax Office,,,69,France,200310100002,,,Corsican National Liberation Front (FLNC),,,,0,,,10,10,2003,48.856614,,2.352222,Unknown,0,69,France,,,,,0,0,0,2,,0,0,0,The tax office's door was damaged along with two vehicles along the street that were nearby the explosion.,1,3,Minor (likely < $1 million),,Paris (Department),8,Western Europe,,1,0,"10/10/2003: An explosive device was detonated near a tax office in Paris, France. No casualties were reported and the building suffered only minor damage.  The Corsican National Liberation Front claimed responsibility for this attack.",A tax office in Paris,,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ghisonaccia,,,0,,,,,,,,EDF Electricity Company,,,69,France,200310160004,,,Unknown,,,,0,,,16,10,2003,42.016854,,9.403982,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,The bomb caused serious damage to the EDF facility.,1,2,Major (likely > $1 million but < $1 billion),,Corsica,8,Western Europe,,1,0,"10/16/2003: A bomb exploded on the grounds of the EDF Electric Company in Ghisonaccia, France. The bomb caused serious damage to the facility, but there were no casualties reported.  No claim of responsibility was made for the attack.",An EDF facility in Ghisonaccia,,,107,Electricity,,,,,21,Utilities,,,,
,3,Bombing/Explosion,,,,,Borgo,,,0,,,,,,,,French Police,,,69,France,200311090002,,,Unknown,,,,0,,,9,11,2003,42.554742,,9.424047,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,0,0,"11/09/2003: Unknown perpetrators attempted to bomb a gendarmerie barracks in Borgo, Corsica, France, but the device failed to detonate. The bomb was located inside a car that had been parked outside a wall surrounding the barracks. No group claimed responsibility for the attempted bombing.",Gendarmerie barracks in Borgo,,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Nantes,,,0,,,,,,,,Jura Department Prefect,,,69,France,200401180003,,,Other,,,,1,,,18,1,2004,47.218371,,-1.553621,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Jura (Department),8,Western Europe,,1,0,"01/18/2004: An explosive device detonated in a car belonging to Aissa Dermouche, one of France's first Muslim prefects, in the city of Nantes, France. The explosive detonated in the middle of the night and no one was injured. No one claimed responsibility for the attack although right-wing militants were suspected. Dermouche was born in Algeria and had been named prefect of the eastern department of Jura only two days earlier.",Aissa Dermouche,,,18,"Government Personnel (excluding police, military)",,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Unknown,,,0,,,,,,,,Credit Agricole Bank,,,69,France,200404190003,,,Unknown,,,,0,,,19,4,2004,42.409788,,9.278558,Unknown,1,69,France,,,,,0,0,0,0,,0,0,0,The bank's building sustained damage.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,200404190004,1,0,"04/19/2004: Unknown perpetrators targeted a local branch of the Credit Agricole Bank in Corsica, France. The attackers detonated a bomb that consisted of a high-powered explosive charge that caused significant damage to the facility. Although the bank sustained significant damage, no casualties resulted from the bombing. No group claimed responsibility for the attack.",A Credit Agricole Bank branch in Corsica's Haute-Corse Department,,,3,Bank/Commerce,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Unknown,,,0,,,,,,,,,,,69,France,200404190004,,,Unknown,,,,0,,,19,4,2004,42.409788,,9.278558,Unknown,1,69,France,,,,,0,0,0,0,,0,0,0,A villa was completely destroyed in the attack.,1,2,Major (likely > $1 million but < $1 billion),,Corsica,8,Western Europe,200404190003,1,0,"04/19/2004: Unknown perpetrators bombed a privately owned villa in Corsica, France. The house, which belonged to a Parisian family, was completely destroyed by a high-powered explosive device. Although the house was destroyed, no one was injured in the attack. No group claimed responsibility for the bombing.",A villa belonging to a Paris based family in Corsica's Haute Corse Department,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
,3,Bombing/Explosion,,,,,Prunelli-di-Fiumorbo,,,0,,,,,,,,Corsican Building Site,,,69,France,200406030006,,,Unknown,,,,0,,,3,6,2004,42.010303,,9.325431,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,4,Unknown,,Corsica,8,Western Europe,,1,0,"06/03/2004: A building site vehicle was damaged after an explosive charge was set off in an attack in Prunelli-di-Fiumorbu, near Ghisonaccia, in northern Corsica. No one was injured, and no group claimed responsibility for the attack.",Corsican Building,,,12,Construction,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Furiani,,,0,,,,,,,,Geant Casino,,,69,France,200406100006,,,Unknown,,,,0,,,10,6,2004,42.657985,,9.414215,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"06/10/2004: A Geant Casino superstore was targeted in Furiani [on the outskirts of Bastia, northern Corsica] by a bomb explosion which caused serious damage to a warehouse. No one was injured, and no group claimed responsibility for the attack.",Geant Casino warehouse in Furiani,,,11,Entertainment/Cultural/Stadium/Casino,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,Public Ministry,,,69,France,200407150006,,,Unknown,,,,0,,,15,7,2004,42.697283,,9.450881,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,0,0,"07/15/2004: An attempted bombing took place in the Corsican city of Bastia outside of the Public Ministry Officer’s building.  The small device, disguised as a fire extinguisher, malfunctioned when the detonator exploded but failed to set off the other explosive materials.  No group claimed responsibility for the attempted bombing.",Public Ministry Officer's building in Bastia,,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
Other Crime Type,3,Bombing/Explosion,,,,,Bastia,,,0,,,,,,,,Civilian Vehicle,,,69,France,200409120002,,,Anonymous Underground Movement (MCA),,,,1,,,12,9,2004,42.697283,,9.450881,Unknown,0,136,Morocco,,,,,0,0,0,0,,0,0,0,Car was destroyed,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"09/12/2004: A car belonging to a Moroccan was attacked using plastic explosives in Bastia, France. No one was injured in the attack that police blamed on the Anonymous Underground Movement (MCA).","Moroccan civilian vehicle in  Bastia, France",,,73,Vehicles/Transportation,,,,,14,Private Citizens & Property,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Poggio-Mezzanna,,,0,,,,,,,,Private Villa,,,69,France,200409120003,,,Unknown,,,,0,,,12,9,2004,42.397834,,9.492342,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"09/12/2004: A villa belonging to an Italian was attacked using explosives the Poggio-Mezzana district of Haute-Corse Department, France. No one was injured in the attack. No one claimed responsibility for the attack.",Private Villa in the Mezzana district of France,,,76,House/Apartment/Residence,,,,,14,Private Citizens & Property,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Paris,,,1,,,,,4,E-mail,-9,Indonesian Ministry of Foreign Affairs,,,69,France,200410080002,,,French Armed Islamic Front,,,,1,,,8,10,2004,48.856614,,2.352222,Unknown,0,93,Indonesia,,,,,0,0,0,0,,10,0,0,The explosive device was left on the pavement underneath the Indonesian flag. It damaged windows 30 meters away and destroyed one car.,1,,,,Ile de France (Region),8,Western Europe,,0,0,"10/08/2004: In the early morning hours, a bomb exploded outside of the Indonesian Embassy in Paris. The attack shattered windows in a 30-meter radius and slightly injured ten people. The French Armed Islamic Front claimed to have conducted the attack, but authorities have their doubts as to its authenticity.",The Indonesian Embassy in Paris,,,46,Embassy/Consulate,,,,,7,Government (Diplomatic),,,,
,3,Bombing/Explosion,,,,,Aleria,,,0,,,,,,,,Corsican Police,,,69,France,200410210003,,,Unknown,,,,0,,,21,10,2004,42.104248,,9.512429,Unknown,0,69,France,,,,,0,0,0,,,0,0,0,"Windows were broken at station, nearby houses, offices, and post office. Four apartments were rendered uninhabitable.",1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"10/21/2004: A bomb exploded at a police station in Aleria, Corsica, France. There were no injuries or fatalities and the perpetrators were unknown.",Corsican Police Station in Alreia,,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Club de la Marana,,,0,,,,,,,,Disco,,,69,France,200411020004,,,Unknown,,,,0,,,2,11,2004,42.644347,This incident occurred on a beach south of Bastia.,9.457701,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,11/02/2004: Two explosions destroyed a disco on the beach south of the city of Bastia on the French island of Corsica. The disco was closed at the time of the explosions and no one was injured. No one claimed responsibility for the incident.,Disco near Bastia,,,11,Entertainment/Cultural/Stadium/Casino,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Corte,,,0,,,,,,,,Rector's building,Unknown woman and two children,,69,France,200501040003,,,Unknown,,,,0,,,4,1,2005,42.309409,,9.149022,,0,69,France,69,France,,,0,0,0,0,,3,0,0,"The explosion occurred in the rector's building of a university, inside of which authorities could not see exactly what was destroyed.  The explosion also damaged surrounding buildings.",1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,01/04/2005: A woman and two children were injured by an explosion at the rector’s building of a university on the French island of Corsica.  The inside of the building faced extensive damage.  The explosion was attributed to a long campaign of separatist violence in Corsica.  No specific group claimed responsibility.,The rector's building of a university on the French Island of Corsica was extensively damaged along with other buildings in the vicinity.,A woman and two children were parked outside the building when the bomb exploded.,,50,Other Personnel,67,Unnamed Civilian/Unspecified,,,8,Educational Institution,14,Private Citizens & Property,,
,3,Bombing/Explosion,,,,,Bastia,,,1,,,,,9,Other,0,Local Corsican business,Corsican local public,,69,France,200501190009,,,Corsican National Liberation Front (FLNC),,,,0,,,19,1,2005,42.697283,,9.450881,,0,69,France,69,France,,,0,0,0,0,,0,0,0,Sources state minor damage to the parking garage due to a small explosion.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"01/19/2005: A small explosive charge detonated in an underground parking garage in Saint-Nicholas square in Bastia, Corsica.  The explosive device was left near the offices of the company which manages the garage.  No one was injured.  No one claimed responsibility after the attack.  On February 14, 2005, the FLNC-22 Octobre, a splinter group of the FLNC-Union claimed responsibility for thirteen prior attacks in Corsica.”","Offices of a business which manages a parking lot in Saint-Nicholas Square, Bastia.","Public parking garage in Saint-Nicholas Square, Bastia, Corsica",,,,79,"Public Area (garden, parking lot, garage, beach, public building, camp)",,,1,Business,14,Private Citizens & Property,,
Other Crime Type,3,Bombing/Explosion,,,,,Borgo,,,0,,,,,,,,Departmental Directorate of Veterinary Services,,,69,France,200501240003,,,Unknown,,,,0,,,24,1,2005,42.554742,,9.424047,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,The Departmental Directorate of Veterinary Services building sustained some damage in the attack.,1,3,Minor (likely < $1 million),-99,Corsica,8,Western Europe,,1,0,"01/24/2005: Unknown perpetrators bombed the Departmental Directorate of Veterinary Services in Borgo, Corsica. Although the office sustained some damage, no one was harmed in the attack. No group claimed responsibility for the bombing.",The offices of the Departmental Directorate of Veterinary Services in Borgo,,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ponte-Leccia,,,0,,,,,,,,The French Gendarmerie (National Police),,,69,France,200502250003,,,Unknown,,,,0,,,25,2,2005,42.463596,,9.207071,,0,69,France,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,1,0,"02/25/2005: An explosive device detonated at a gendarmerie building - i.e. a police building, in Ponte-Leccia, Corsica.  There were no injuries, no damages, and no claims of responsibility.","A local gendarmerie building in Ponte-Leccia, Corsica.",,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Porto Vecchio,,,0,,,,,,,,Local Corsican business,,,69,France,200502250004,,,Unknown,,,,0,,,25,2,2005,41.591369,,9.278311,,0,69,France,,,,,0,0,0,0,,0,0,0,The explosion caused a fire which damaged the front door of the villa.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"02/25/2005: An explosive device damaged a holiday villa in Porto Vecchio, Corsica.  The explosion caused a fire which damaged the front door of the premises.  No one was injured.  No one claimed responsibility.","A local holiday villa in Porto Vecchio, Corsica.",,,8,Hotel/Resort,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,local French police,,,69,France,200503030003,,,Unknown,,,,0,,,3,3,2005,41.919229,,8.738635,,0,69,France,,,,,0,0,0,,,0,0,0,The rocket pierced a stone wall protecting barracks.  The shockwaves from the impact shattered windows.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/03/2005: In Ajaccio, France, suspected Corsican separatists fired an anti-tank rocket at police barracks, piercing a wall but not causing any casualties.  No specific group claimed responsibility.","The local police barracks in Ajaccio, Corsica.",,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Corte,,,0,,,,,,,,French Office of Tourism,French local government,Regional French Government,69,France,200503060005,,,Unknown,,,,0,,,6,3,2005,42.309409,,9.149022,,0,69,France,69,France,69,France,0,0,0,0,,0,0,0,"The blast destroyed all the offices of the Tourism Office of Corte.  The explosion also damaged doorframes and windows throughout the entire building, the foundation of the building and parts of other government offices (the CTC and the Regional Natural Parks offices).",1,2,Major (likely > $1 million but < $1 billion),,Corsica,8,Western Europe,,1,0,"03/06/2005: An explosive device detonated and destroyed the Office of Tourism in Corte, Corsica.  Other government offices were also damaged by the blast.  No one was injured.  No one claimed responsibility.","The building which housed the offices of the Corte Office of Tourism in Corte, Corsica.","Local offices of the Territorial Collectivity of Corsica (CTC - Collectivité Territoriale de Corse) in Corte, Corsica.",Offices of the Corsican Regional Natural Park,21,Government Building/Facility/Office,21,Government Building/Facility/Office,21,Government Building/Facility/Office,2,Government (General),2,Government (General),2,Government (General)
,3,Bombing/Explosion,,,,,Sarrola-Carcopino,,,0,,,,,,,,Department Facilities Office (DDE),,,69,France,200503080001,,,Corsican National Liberation Front (FLNC),,,,0,,,8,3,2005,42.014318,,8.835788,Unknown,0,69,France,,,,,0,0,0,0,,0,0,0,One building sustained slight damage in the bombing.,1,3,Minor (likely < $1 million),-99,Corsica,8,Western Europe,,1,0,"03/08/2005: Suspected members of the Fronte di Liberazione Naziunale di a Corsica (FLNC) bombed Departmental Facilities Office (DDE) in Sarrola, Corsica. No one was injured in the bombing and the DDE office sustained only slight damage. No group claimed responsibility for the attack.","A Department Facilities Office located in Sarrola, Corsica",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,2,Armed Assault,,,,,Corte,,,0,,,,,,,,French National Police,,,69,France,200503080002,,,Unknown,,,,0,,,8,3,2005,42.309409,,9.149022,,0,69,France,,,,,0,0,0,0,,0,0,0,The bullets damaged the facade of the main police building and also the facade of the housing units.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/08/2005: A group of unknown gunmen fired at least 16 shots at a police headquarters in Corte, Corsica.  Seven bullet holes were found immediately on the facade of the building.  Another nine bullet holes were found on the facade of the police barracks.  No one was injured.  No one claimed responsibility.  This incident was one of two separate acts in Corsica on the same day.","A police barracks, or gendarmerie, in Corte, Corsica.",,,22,"Police Building (headquarters, station, school)",,,,,3,Police,,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,1,,,,,5,Note left at scene,0,State-owned electric company,,,69,France,200503080003,,,Corsican National Liberation Front (FLNC),,,,1,,,8,3,2005,41.919229,,8.738635,,0,69,France,,,,,0,0,0,0,,0,0,0,The surrounding wall was damaged by the explosion.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/08/2005: In Ajaccio, Corsica, an explosive device detonated at an electrical building belonging to EDF (Electricité de France), the state-owned electric company.  Though no one claimed responsibility, authorities suspected the Corsican separatist group, Fronte di Liberazione Naziunale di a Corsica (FLNC). The device was placed against a wall, on which was written ‘miné FLNC’.  No one was injured.","An electrical building owned by EDF (Electricité de France), the state-owned electric company, in Ajaccio, Corsica.",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,Department Facilities Office (DDE),,,69,France,200503100002,,,Corsican National Liberation Front (FLNC),,,,0,,,10,3,2005,41.919229,,8.738635,Unknown,0,69,France,,,,,0,0,0,0,,2,0,0,Two buildings sustained slight damage in the bombing.,1,3,Minor (likely < $1 million),-99,Corsica,8,Western Europe,,1,0,"03/10/2005: Suspected members of the Fronte di Liberazione Naziunale di a Corsica (FLNC) bombed Departmental Facilities Office (DDE) in Ajaccio, Corsica. Two children in an adjacent building were injured in the blast, but the DDE office sustained only slight damage. No group claimed responsibility for the attack.","A Department Facilities Office (DDE) in Ajaccio, Corsica",,,21,Government Building/Facility/Office,,,,,2,Government (General),,,,
,3,Bombing/Explosion,,,,,Ajaccio,,,0,,,,,,,,Local Corsican business,,,69,France,200503130006,,,Corsican National Liberation Front (FLNC),,,,1,,,13,3,2005,41.919229,,8.738635,,0,69,France,,,,,0,0,0,0,,0,0,0,The explosion destroyed the entire interior of the restaurant.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/13/2005: In Ajaccio, Corsica, the detonation of a powerful explosive device destroyed the entire interior of a restaurant.  Since the building was empty at the time of the incident, no one was injured.  No one claimed responsibility. Though no one claimed responsibility, authorities suspected the Corsican separatist group, Fronte di Liberazione Naziunale di a Corsica (FLNC).","A restaurant, specifically a 'creperie' called ""Espace Santa Lina"", located in Ajaccio, Corsica, located specifically on the 'route des îles Sanguinaires' area of Ajaccio.",,,2,Restaurant/Bar/Café,,,,,1,Business,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Corte,,,0,,,,,,,,A major French company,,,69,France,200503230007,,,Unknown,,,,0,,,23,3,2005,42.309409,,9.149022,,0,69,France,,,,,0,0,0,0,,0,0,0,,0,,,,Corsica,8,Western Europe,,1,0,"03/23/2005: In Corte, Corsica, authorities found an undetonated explosive device hidden in a fire extinguisher against a wall of the local France Telecom office.  No one claimed responsibility.","A local office of France Telecom in Corte, Corsica.",,,4,Multinational Corporation,,,,,1,Business,,,,
Other Crime Type,3,Bombing/Explosion,,,,,Lucciana,,,0,,,,,,,,Local Corsican business,,,69,France,200503240006,,,Unknown,,,,0,,,24,3,2005,42.547135,,9.417273,,0,69,France,,,,,0,0,0,0,,0,0,0,The prefabricated office building was destroyed.,1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/24/2005: In Luciana, Corsica, an explosive device detonated and destroyed a ready-built building serving as an office for a stone transporter at the bottom of a quarry.  No one was injured since the building was empty.  No one claimed responsibility for the blast.","A local quarry office in Lucciana, Corsica.",,,10,Mining,,,,,1,Business,,,,
,3,Bombing/Explosion,,,,,Calvi,,,0,,,,,,,,A major French company,French government,,69,France,200503300002,,,Corsican National Liberation Front (FLNC),,,,1,,,30,3,2005,42.567651,,8.757222,,0,69,France,69,France,,,0,0,0,0,,0,0,0,"The door of the building was destroyed.  Though the explosion took place in a residential neighborhood, there was no other damage.",1,3,Minor (likely < $1 million),,Corsica,8,Western Europe,,1,0,"03/30/2005: In Calvi, Corsica, a weak explosive device detonated at the local technical building of the French national electric and gas company, EDF-GDF, which was in a residential area.  No one was injured.  The blast caused minimal property damage.  Sources implied the Corsican separatist group, Fronte di Liberazione Naziunale di a Corsica (FLNC), as possible perpetrators.","A local office of the EDF-GDF, the French national electric and gas company in Calvi, Corsica.","In Calvi, Corsica, the local office of EDF-GDF, which is partially owned by the French government.",,1,Gas/Oil,21,Government Building/Facility/Office,,,1,Business,2,Government (General),,
